"ConceptCode","ActiveConcept_Flag","Skip_Flag","Bypass_Flag","Novel_Flag","Update_Flag","UpdateReason","ReviewDate","Antineoplastic_Flag","Immuno_Flag","DrugCategory","PreferredName","DisplayName","FirstSynonym","Definition","Modulator"
"C121854",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Bemcentinib","Bemcentinib","AXL Inhibitor BGB324","An orally available and selective inhibitor of the AXL receptor tyrosine kinase (UFO), with potential antineoplastic activity. Upon administration, BGB324 targets and binds to the intracellular catalytic kinase domain of AXL and prevents its activity. This blocks AXL-mediated signal transduction pathways and inhibits the epithelial-mesenchymal transition (EMT), which, in turn, inhibits tumor cell proliferation and migration. In addition, BGB324 enhances chemo-sensitivity. AXL, a member of the TAM (TYRO3, AXL and MER) family of receptor tyrosine kinases overexpressed by many tumor cell types, plays a key role in tumor cell proliferation, survival, invasion and metastasis; its expression is associated with drug resistance and poor prognosis.",
"C121927",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Immunomodulatory Immunotherapy","PF-04518600","PF-04518600","Anti-OX40 Agonist Monoclonal Antibody PF-04518600","An agonistic antibody that recognizes the co-stimulatory receptor OX40 (CD134; TNFRSF4), with potential immunostimulatory activity. Upon administration, anti-OX40 agonist monoclonal antibody PF-04518600 selectively binds to and activates OX40; which induces proliferation of memory and effector T-lymphocytes. In the presence of tumor-associated antigens (TAAs), this may promote a T-cell-mediated immune response against TAA-expressing tumor cells. OX40, a cell surface glycoprotein and member of the tumor necrosis factor receptor superfamily (TNFRSF), is expressed on T-lymphocytes and plays an essential role in T-cell activation.",
"C121943",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Other","Selonsertib","Selonsertib","ASK1 Inhibitor GS-4997","An orally bioavailable inhibitor of apoptosis signal-regulating kinase 1 (ASK1), with potential anti-inflammatory, antineoplastic and anti-fibrotic activities. Upon oral administration, ASK1 inhibitor GS-4997 targets and binds to the catalytic kinase domain of ASK1 in an ATP-competitive manner, thereby preventing its phosphorylation and activation. This prevents the phosphorylation of downstream kinases, such as c-Jun N-terminal kinases (JNKs) and p38 mitogen-activated protein kinase (p38 MAPK). By preventing the activation of ASK1-dependent signal transduction pathways, GS-4997 prevents the production of inflammatory cytokines, down-regulates the expression of genes involved in fibrosis, suppresses excessive apoptosis and inhibits cellular proliferation. ASK1, also called mitogen-activated protein kinase kinase kinase 5 (MAP3K5), is activated in response to oxidative and endoplasmic reticulum (ER) stress, calcium influx and infection. It plays a key role in the development of certain cardiovascular and neurodegenerative diseases, diabetes, as well as certain types of cancer.","Antagonist"
"C121949",-1,0,0,0,0,,2/22/2019 0:00:00,0,0,"Immunomodulatory Immunotherapy","ADCT-301","ADCT-301",,"An immunoconjugate consisting of a human immunoglobulin (Ig) G1 monoclonal antibody directed against the alpha subunit of the interleukin-2 receptor (IL-2R alpha or CD25) and conjugated, via a cleavable linker, to a synthetic, cross-linking agent pyrrolobenzodiazepine (PBD) dimer that targets DNA minor grooves, with potential antineoplastic activity. The monoclonal antibody portion of the anti-CD25 antibody-drug conjugate (ADC) ADCT-301 specifically binds to the cell surface antigen CD25. This causes the internalization of ADCT-301 and the subsequent release of the cytotoxic PBD moiety. The imine groups of the PBD moiety bind to the N2 positions of guanines on opposite strands of DNA. This induces interstrand cross-links in the minor groove of DNA and inhibits DNA replication, which inhibits the proliferation of CD25-overexpressing tumor cells. CD25, a transmembrane receptor and tumor-associated antigen (TAA), is expressed on certain cancer cells.",
"C121951",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","COTI-2","COTI-2","Mutant p53 Activator COTI-2","An orally available third generation thiosemicarbazone and activator of mutant forms of the p53 protein, with potential antineoplastic activity. Upon oral administration, mutant p53 activator COTI-2 targets and binds to the misfolded mutant forms of the p",
"C121952",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","CCT3833","CCT3833","pan-RAF Kinase Inhibitor CCT3833","An orally available inhibitor of the serine/threonine protein kinase family Raf, including A-Raf, B-Raf and C-Raf, with potential antineoplastic activity. Upon administration, pan-RAF kinase inhibitor CCT3833 inhibits Raf-mediated signal transduction pathways, which may inhibit the proliferation of Raf-overexpressing tumor cells. Raf protein kinases play a key role in the RAF/mitogen-activated protein kinase kinase (MEK)/extracellular signal-regulated kinase (ERK) signaling pathway, which is often dysregulated in human cancers and plays a key role in tumor cell proliferation and survival.","Antagonist"
"C121957",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Other","DSP-7888","DSP-7888","WT1 Protein-derived Peptide Vaccine DSP-7888","A peptide cancer vaccine comprised of peptides derived from the Wilms tumor gene 1 (WT1) protein, with potential immunomodulating and antineoplastic activities. Upon administration, WT1 protein-derived peptide vaccine DSP-7888 may induce a specific cytoto",
"C121960",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","Pirotinib","Pirotinib","Pirotinib","An orally bioavailable inhibitor of the receptor tyrosine kinase (RTK) epidermal growth factor receptor (ErbB; EGFR) family, with potential antineoplastic activity. Upon administration, pirotinib selectively and irreversibly binds to and inhibits the epidermal growth factor receptors 1 (ErbB1; EGFR), 2 (ErbB2; HER2), and 4 (ErbB4; HER4). This may result in the inhibition of cell growth and angiogenesis in tumors overexpressing these RTKs. EGFRs play major roles in both tumor cell proliferation and tumor vascularization, and are overexpressed in many cancer cell types.","Antagonist"
"C122392",-1,0,0,0,0,,11/9/2018 0:00:00,-1,0,"Targeted Therapy","AC0010MA","AC0010MA","EGFR Mutant-selective Inhibitor AC0010MA",,
"C122396",-1,0,-1,0,0,,11/9/2018 0:00:00,-1,-1,"Other","Tetravalent RNA-lipoplex Cancer Vaccine","Tetravalent RNA-lipoplex Cancer Vaccine","Tetravalent RNA-lipoplex Cancer Vaccine","A RNA-lipoplex (RNA-LP)-based cancer vaccine containing four naked ribonucleic acid (RNA)-drug products (DPs) RBL001.1, RBL002.2, RBL003.1, and RBL004.1 encoding melanoma-associated antigens (MAAs) encapsulated in liposomes, with potential antineoplastic activity. Upon intravenous administration of the tetravalent RNA-lipoplex cancer vaccine, the liposomes protect the RNA from degradation in the bloodstream, travel to the spleen and are taken up by antigen-presenting cells (APCs); RNA is translocated to the cytoplasm and translated into the four tumor-associated proteins. The expressed proteins are processed and the human leukocyte antigen (HLA)-peptide complexes are presented to the immune system. This induces antigen-specific CD8+ and CD4+ T-cell responses against the four selected MAAs.","Antagonist|Immunomodulator"
"C122401",-1,0,-1,0,0,,11/8/2018 0:00:00,-1,0,"Other","Heterodimeric_Interleukin-15","Heterodimeric_Interleukin-15","Heterodimeric Interleukin-15","A fusion protein complex composed of heterodimeric IL-15 (hetIL-15), which consists of a synthetic form of the endogenous cytokine interleukin-15 chain (IL-15) complexed to the soluble IL-15 binding protein IL-15 receptor alpha chain (IL-15Ra) (IL15:sIL-15Ra), with potential immunomodulatory, anti-infective and antineoplastic activities. Upon administration, hetIL-15 binds to the IL-2/IL-15 receptor beta-common gamma chain (IL-2Rbeta-gamma) receptor on natural killer (NK) and T-lymphocytes, which activates and increases the levels of NK cells and CD8+ and CD4+ T-cells. The T-cells enhance the secretion of the cytokine interferon-gamma (IFN-g), which further potentiates the immune response against tumor cells. Altogether, this enhances tumor cell killing and decreases tumor cell proliferation. By coupling IL-15 to IL15Ra, this agent has an improved pharmacokinetic profile, shows an increased ability to bind IL-2Rbeta-gamma, and shows increased immunostimulatory activity as compared to IL-15 alone.",
"C122404",-1,0,0,0,0,,8/20/2019 0:00:00,0,0,"Immunomodulatory Immunotherapy","Zirconium Zr 89-labeled Atezolizumab","Zirconium Zr 89-labeled Atezolizumab","Zirconium Zr 89-labeled Atezolizumab","A radioimmunoconjugate composed of atezolizumab, a humanized, Fc-optimized, monoclonal antibody directed against programmed cell death-1 ligand 1 (PD-L1) and labeled with the radioisotope zirconium Zr 89, with potential use for assessing PD-L1-expressing tumor cells using positron emission tomography (PET). Upon administration of zirconium Zr 89-labeled atezolizumab, the antibody moiety targets and binds to PD-L1. Following tumor cell uptake, the radioisotope moiety can be visualized using PET. This may result in the quantification of PD-L1-expressing tumor cells, an assessment of the expected response to treatment with atezolizumab as well as selection of patients that would respond to atezolizumab.  PD-L1 is overexpressed on many human cancer cell types; PD-L1 binding to programmed cell death 1 (PD-1) on T-cells suppresses the immune system and results in increased immune evasion.",
"C122406",-1,0,0,0,0,,11/9/2018 0:00:00,-1,-1,"Other","JNJ-64052781","JNJ-64052781","CD19/CD3 Dual-affinity Retargeting Protein JNJ-64052781","An anti-CD19/anti-CD3 bispecific, humanized antibody-like protein, with potential immunostimulatory and antineoplastic activities. Anti-CD19/anti-CD3 dual-affinity retargeting (DART) protein JNJ-64052781 possesses two antigen-recognition and binding sites, one for the CD3 complex, a group of T-cell surface glycoproteins that complex with the T-cell receptor (TCR), and one for CD19, a tumor-associated antigen (TAA) overexpressed on the surface of B-cells. Upon administration, JNJ-64052781 binds to CD3-expressing T-cells and CD19-expressing cancer cells, thereby crosslinking CD19-expressing tumor B-cells and cytotoxic T-lymphocytes (CTLs). This may result in a potent CTL-mediated cell lysis of CD19-expressing B-lymphocytes. CD19, a B-cell specific membrane antigen, is expressed during normal B-cell development and on B-cell malignancies.","Antagonist"
"C122678",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Other","IDH1R132H Mutation-targeting IDH1 Peptide Vaccine","IDH1R132H Mutation-targeting IDH1 Peptide Vaccine","IDH1R132H Mutation-targeting IDH1 Peptide Vaccine","A peptide vaccine consisting of a 20-mer peptide derived from isocitrate dehydrogenase type 1 (IDH1) containing the point mutation R132H (IDH1R132H), with potential antineoplastic activity. Upon subcutaneous vaccination with the IDH1R132H mutation-targeting IDH1 peptide vaccine, the vaccine stimulates the host immune system to mount a cytotoxic T-lymphocyte (CTL) response against tumor cells that express the IDH1R132H protein. R132H is a point mutation, which contains an amino acid substitution where arginine is replaced by histidine at position 132 of IDH1, and is highly expressed in gliomas as well as other tumor types; this mutation is associated with increased production of the oncometabolite R-2-hydroxyglutarate (2HG).","Antagonist"
"C122680",-1,0,0,0,0,,11/8/2018 0:00:00,-1,-1,"Other","SCT400","SCT400","Anti-CD20 Monoclonal Antibody SCT400","A chimeric monoclonal antibody directed against human CD20, with potential antineoplastic activity. Anti-CD20 monoclonal antibody SCT400 binds to the B-cell-specific cell surface antigen CD20, which triggers an immune response against CD20-positive B-cells, leading to apoptosis. CD20, a non-glycosylated cell surface phosphoprotein, is exclusively expressed on B-cells during most stages of B-cell development and is often overexpressed in B-cell malignancies.",
"C122683",-1,0,0,0,0,,11/8/2018 0:00:00,-1,0,"Immunomodulatory Immunotherapy","LAG525","LAG525","Anti-LAG-3 Monoclonal Antibody LAG525","A humanized monoclonal antibody directed against the inhibitory receptor lymphocyte activation gene-3 (LAG-3), with potential immunomodulating and antineoplastic activities. Upon administration, the anti-LAG-3 monoclonal antibody LAG525 binds to LAG-3 expressed on tumor-infiltrating lymphocytes (TILs) and blocks its binding with major histocompatibility complex (MHC) class II molecules expressed on tumor cells. This activates antigen-specific T-lymphocytes and enhances cytotoxic T-cell-mediated tumor cell lysis, which leads to a reduction in tumor growth. LAG-3, a member of the immunoglobulin superfamily (IgSF) and expressed on various immune cells, negatively regulates cellular proliferation and activation of T-cells. Its expression on TILs is associated with tumor-mediated immune suppression.","Antagonist"
